accel.x_mean,accel.x_std,accel.x_min,accel.x_max,accel.x_energy,accel.x_dom_freq,accel.y_mean,accel.y_std,accel.y_min,accel.y_max,accel.y_energy,accel.y_dom_freq,accel.z_mean,accel.z_std,accel.z_min,accel.z_max,accel.z_energy,accel.z_dom_freq,gyro.x_mean,gyro.x_std,gyro.x_min,gyro.x_max,gyro.x_energy,gyro.x_dom_freq,gyro.y_mean,gyro.y_std,gyro.y_min,gyro.y_max,gyro.y_energy,gyro.y_dom_freq,gyro.z_mean,gyro.z_std,gyro.z_min,gyro.z_max,gyro.z_energy,gyro.z_dom_freq,label,source
-0.3096,0.8091723178656076,-2.1,1.62,37.53060000000001,4.284000000000001,-0.931,0.19372403051764128,-1.47,-0.41,45.2145,0.0,-11.3806,0.34002005823186376,-12.29,-10.54,6481.6835,0.0,0.005600000000000001,0.06711661493251876,-0.2,0.14,0.22680000000000003,2.8560000000000003,0.0742,0.39363988619041135,-0.49,1.3,8.0229,4.284000000000001,0.01,0.05754997827975263,-0.14,0.12,0.1706,4.284000000000001,frisson,frisson_allonge_FV.csv
-0.1848,0.7346978698757741,-1.82,0.96,28.696600000000004,4.284000000000001,-0.872,0.1486203216252744,-1.23,-0.6,39.123599999999996,0.0,-11.3762,0.23905555839595116,-11.75,-10.65,6473.7537,0.0,-0.004199999999999999,0.04862468508895456,-0.11,0.1,0.11910000000000003,4.284000000000001,0.07540000000000001,0.3128143858584512,-0.54,0.77,5.1769,4.284000000000001,0.008200000000000002,0.05545051848269772,-0.11,0.13,0.15710000000000002,7.140000000000001,frisson,frisson_allonge_FV.csv
-0.03779999999999999,0.6424244391366194,-1.24,1.3,20.7069,8.568000000000001,-0.8261999999999997,0.09461268413907303,-1.04,-0.66,34.57789999999999,0.0,-11.4014,0.08704045036648193,-11.61,-11.17,6499.974899999999,0.0,0.0136,0.01729277305697383,-0.02,0.05,0.024200000000000003,0.0,0.029600000000000008,0.20263227778416742,-0.35,0.51,2.0967999999999996,4.284000000000001,0.0114,0.05786225021549024,-0.09,0.15,0.1739,8.568000000000001,frisson,frisson_allonge_FV.csv
0.006000000000000001,0.4726182391740716,-0.8,0.89,11.170200000000001,5.712000000000001,-0.8258,0.062452862224240756,-0.97,-0.68,34.292300000000004,0.0,-11.4078,0.0734925846599506,-11.57,-11.24,6507.1651,0.0,0.0126,0.01671047575624345,-0.03,0.05,0.021900000000000003,0.0,0.038200000000000005,0.15718384140871478,-0.21,0.36,1.3082999999999998,5.712000000000001,0.0004000000000000001,0.03267782122480016,-0.07,0.06,0.053399999999999996,5.712000000000001,frisson,frisson_allonge_FV.csv
0.0682,0.4452535906649154,-0.75,0.74,10.1451,7.140000000000001,-0.8626,0.06402530749633303,-1.0,-0.74,37.4089,0.0,-11.4168,0.0933475227309219,-11.61,-11.18,6517.6018,0.0,0.022600000000000002,0.01507448174896902,-0.01,0.05,0.0369,0.0,0.0464,0.13917988360391742,-0.19,0.29,1.0762,7.140000000000001,-0.0015999999999999994,0.0405640234690791,-0.07,0.07,0.08240000000000001,7.140000000000001,frisson,frisson_allonge_FV.csv
0.18340000000000004,0.5586541327154039,-1.0,1.45,17.2865,8.568000000000001,-0.937,0.19250194804209123,-1.4,-0.46,45.7513,0.0,-11.387399999999998,0.14363578941197078,-11.69,-11.02,6484.6755,0.0,0.016,0.01969771560359221,-0.02,0.06,0.032200000000000006,0.0,0.051399999999999994,0.13846313588822118,-0.24,0.39,1.0906999999999998,5.712000000000001,0.0014000000000000002,0.07222215726492805,-0.2,0.15,0.2609,8.568000000000001,frisson,frisson_allonge_FV.csv
0.366,0.7861170396321403,-1.57,1.99,37.5968,0.0,-0.9096,0.1700465818533263,-1.2,-0.54,42.81440000000001,0.0,-11.4124,0.2229310207216572,-12.04,-11.04,6514.6286,0.0,0.0078000000000000005,0.023773094035064092,-0.04,0.05,0.0313,7.140000000000001,0.07339999999999999,0.2461512543132779,-0.46,0.55,3.2988999999999997,4.284000000000001,0.0092,0.06919075082697108,-0.16,0.13,0.24360000000000004,7.140000000000001,frisson,frisson_allonge_FV.csv
0.23260000000000003,0.7607202113786646,-1.19,2.07,31.6399,8.568000000000001,-0.9178000000000002,0.19981281240200788,-1.41,-0.52,44.1141,0.0,-11.383199999999997,0.20112125695709035,-11.86,-10.92,6480.8846,0.0,0.0092,0.036157433537241,-0.07,0.08,0.06960000000000001,1.4280000000000002,-0.0003999999999999998,0.2016428525884317,-0.37,0.46,2.033,5.712000000000001,0.017200000000000003,0.12069863296657507,-0.22,0.34,0.7432,5.712000000000001,frisson,frisson_allonge_FV.csv
0.15300000000000005,1.0161422144562247,-1.93,2.45,52.7977,8.568000000000001,-0.8704000000000001,0.3116854824979822,-1.41,-0.18,42.737199999999994,0.0,-11.426200000000001,0.41272697997586744,-12.31,-10.62,6536.4195,0.0,0.017600000000000005,0.04077057762651886,-0.09,0.11,0.09860000000000001,7.140000000000001,0.0264,0.22194377666427142,-0.49,0.43,2.4978,7.140000000000001,-0.013600000000000001,0.11563321322180752,-0.3,0.2,0.6778000000000001,7.140000000000001,frisson,frisson_allonge_FV.csv
-2.0328,1.4302461885983127,-4.69,0.94,308.894,0.0,8.8274,0.13681827363331253,8.49,9.05,3897.0854999999997,0.0,-4.6638,0.19566185116164062,-5.03,-4.26,1089.4657000000002,0.0,0.011800000000000001,0.019564253116334394,-0.02,0.05,0.026100000000000005,0.0,0.027399999999999994,0.8259293190098049,-1.4,1.7,34.145500000000006,7.140000000000001,0.02,0.06036555309114628,-0.16,0.12,0.2022,1.4280000000000002,frisson,frisson_assis_bras_cote_FV.csv
-2.3186,1.3344197390626384,-4.33,0.08,357.8291,0.0,8.857,0.07094363960215187,8.71,9.0,3922.5741000000003,0.0,-4.6108,0.20680270791263827,-5.02,-4.12,1065.1121999999998,0.0,0.0202,0.022758734586966825,-0.02,0.06,0.0463,0.0,-0.039599999999999996,0.8542715259213549,-1.34,1.32,36.56739999999999,7.140000000000001,0.015,0.0493254498205541,-0.09,0.1,0.1329,7.140000000000001,frisson,frisson_assis_bras_cote_FV.csv
-1.9956,1.1571917040836406,-4.42,-0.18,266.0756,0.0,8.840800000000002,0.0758640890013187,8.68,8.98,3908.2749999999996,0.0,-4.722799999999999,0.1894733754383448,-5.06,-4.31,1117.037,0.0,0.011800000000000001,0.01633278910657944,-0.03,0.05,0.020300000000000006,0.0,0.08260000000000003,0.7520473655295922,-1.41,1.61,28.619900000000005,7.140000000000001,-0.0086,0.037256408844653824,-0.07,0.08,0.0731,7.140000000000001,frisson,frisson_assis_bras_cote_FV.csv
-2.2786,1.0219980626204728,-4.19,-0.05,311.8249,0.0,8.8486,0.06517698980468495,8.67,8.97,3915.0985000000005,0.0,-4.6396,0.1748251698125874,-4.99,-4.25,1077.8226,0.0,0.004399999999999999,0.02255304857441672,-0.03,0.06,0.026400000000000003,1.4280000000000002,0.06060000000000001,0.6645853143126171,-1.54,1.11,22.2673,5.712000000000001,0.009000000000000001,0.038845849199110064,-0.08,0.08,0.0795,5.712000000000001,frisson,frisson_assis_bras_cote_FV.csv
-2.2647999999999997,1.0675115737077516,-4.75,-0.16,313.445,0.0,8.8644,0.07144676339765155,8.66,9.0,3929.1346,0.0,-4.5714,0.17600011363632695,-4.86,-4.21,1046.4337,0.0,0.016399999999999998,0.01852133904446436,-0.02,0.05,0.0306,0.0,-0.005599999999999991,0.7334607283283817,-1.3,1.76,26.899800000000003,5.712000000000001,0.004199999999999999,0.04552318090819226,-0.11,0.08,0.10450000000000001,7.140000000000001,frisson,frisson_assis_bras_cote_FV.csv
-2.1128000000000005,1.4158658693534496,-5.08,0.19,323.43,0.0,8.841,0.08857200460642174,8.6,9.04,3908.5563,0.0,-4.6246,0.20555495615528221,-4.92,-4.06,1071.4588999999999,0.0,0.0124,0.01715342531391325,-0.02,0.06,0.022400000000000003,0.0,-0.018399999999999986,0.9065194096101858,-1.99,1.73,41.1058,7.140000000000001,0.004199999999999999,0.054225086445297624,-0.11,0.1,0.1479,7.140000000000001,frisson,frisson_assis_bras_cote_FV.csv
-2.2546,1.4393320812098924,-4.73,0.18,357.7449,0.0,8.864600000000001,0.10070173782015877,8.62,9.0,3929.5636999999997,0.0,-4.582199999999999,0.2360194059817964,-5.01,-4.14,1052.6131,0.0,0.01,0.017776388834631177,-0.02,0.06,0.020800000000000003,0.0,0.1274,0.8920914975494385,-1.45,1.65,40.6029,5.712000000000001,-0.0008000000000000001,0.05007354590999124,-0.12,0.08,0.1254,5.712000000000001,frisson,frisson_assis_bras_cote_FV.csv
-2.144,1.2392158811119232,-4.36,-0.38,306.61960000000005,0.0,8.8598,0.06938270677913923,8.73,9.02,3925.0434999999998,0.0,-4.5958000000000006,0.20485204416846806,-4.89,-4.15,1058.1671000000001,0.0,0.013000000000000001,0.019313207915827964,-0.02,0.06,0.0271,0.0,-0.0396,0.8319470175437856,-1.51,1.41,34.685199999999995,5.712000000000001,-0.0052000000000000015,0.04248482081873478,-0.09,0.06,0.09160000000000001,5.712000000000001,frisson,frisson_assis_bras_cote_FV.csv
-2.3476,1.23726563033166,-4.7,-0.57,352.1026,0.0,8.8408,0.06055873182291733,8.7,8.96,3908.1706000000004,0.0,-4.5854,0.20463831508297756,-4.87,-4.08,1053.3885,0.0,0.011199999999999998,0.013511476603243628,-0.01,0.04,0.015399999999999999,0.0,0.11960000000000003,0.7658928384571827,-1.53,1.4,30.0448,7.140000000000001,-0.0009999999999999998,0.03748332962798263,-0.06,0.07,0.07030000000000002,7.140000000000001,frisson,frisson_assis_bras_cote_FV.csv
-2.2624,0.8199794143757512,-3.86,-0.76,289.541,0.0,8.851600000000001,0.044016360594669804,8.76,8.95,3917.6380000000004,0.0,-4.6266,0.1316906982288422,-4.9,-4.3,1071.1385,0.0,0.0108,0.01163443165779919,0.0,0.05,0.0126,0.0,0.0069999999999999975,0.5113951505440778,-0.99,0.98,13.078700000000001,7.140000000000001,0.006999999999999999,0.023853720883753128,-0.04,0.05,0.0309,7.140000000000001,frisson,frisson_assis_bras_cote_FV.csv
-2.2012,0.9258674635173223,-4.16,-0.61,285.12559999999996,0.0,8.847,0.05583009940883152,8.75,8.94,3913.6263,0.0,-4.619800000000001,0.1481956814485496,-4.92,-4.27,1068.2257,0.0,0.0114,0.010199999999999999,-0.01,0.03,0.011699999999999999,0.0,0.009400000000000007,0.5885113762706715,-1.25,1.06,17.321699999999996,7.140000000000001,0.0036000000000000003,0.035256772399072496,-0.07,0.06,0.0628,7.140000000000001,frisson,frisson_assis_bras_cote_FV.csv
