timestamp,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,label
1186588,-1.98,-0.61,-10.97,0.00,0.04,0.01,frisson_assis_bras_table
1186602,-2.03,-0.56,-11.05,-0.01,0.08,0.01,frisson_assis_bras_table
1186616,-1.85,-0.44,-11.26,-0.01,0.08,0.01,frisson_assis_bras_table
1186630,-1.85,-0.44,-11.17,-0.01,0.07,0.01,frisson_assis_bras_table
1186644,-1.78,-0.39,-11.17,-0.01,0.07,0.02,frisson_assis_bras_table
1186658,-2.00,-0.42,-11.19,0.01,0.10,0.02,frisson_assis_bras_table
1186672,-1.94,-0.35,-11.24,0.02,0.14,0.02,frisson_assis_bras_table
1186686,-1.87,-0.44,-11.22,0.02,0.13,0.02,frisson_assis_bras_table
1186700,-1.95,-0.33,-11.24,0.03,0.11,-0.00,frisson_assis_bras_table
1186714,-1.82,-0.39,-11.26,0.04,0.09,-0.02,frisson_assis_bras_table
1186728,-1.74,-0.49,-11.15,0.04,0.04,-0.03,frisson_assis_bras_table
1186742,-1.56,-0.54,-11.12,0.02,-0.04,-0.04,frisson_assis_bras_table
1186756,-1.51,-0.62,-10.91,-0.00,-0.15,-0.03,frisson_assis_bras_table
1186770,-1.32,-0.36,-11.05,-0.02,-0.20,-0.00,frisson_assis_bras_table
1186784,-2.29,-0.57,-10.94,-0.02,-0.13,0.03,frisson_assis_bras_table
1186798,-2.35,-0.37,-11.26,-0.00,0.04,0.04,frisson_assis_bras_table
1186812,-2.28,-0.35,-11.26,0.02,0.17,0.04,frisson_assis_bras_table
1186826,-2.63,-0.42,-11.30,0.04,0.29,0.01,frisson_assis_bras_table
1186840,-2.00,-0.34,-11.41,0.07,0.36,-0.01,frisson_assis_bras_table
1186854,-1.76,-0.46,-11.20,0.08,0.32,-0.02,frisson_assis_bras_table
1186868,-1.31,-0.49,-11.03,0.07,0.18,-0.02,frisson_assis_bras_table
1186882,-1.41,-0.59,-10.90,0.03,0.01,-0.02,frisson_assis_bras_table
1186896,-1.34,-0.64,-10.92,0.00,-0.10,-0.02,frisson_assis_bras_table
1186910,-1.51,-0.57,-10.91,-0.04,-0.24,0.00,frisson_assis_bras_table
1186924,-2.27,-0.58,-10.89,-0.04,-0.12,0.02,frisson_assis_bras_table
1186938,-2.11,-0.52,-11.18,-0.05,0.10,0.04,frisson_assis_bras_table
1186952,-2.17,-0.26,-11.62,-0.02,0.19,0.03,frisson_assis_bras_table
1186966,-2.29,-0.33,-11.37,0.01,0.21,-0.01,frisson_assis_bras_table
